,a el día siguiente,a el extremo de,a el fin de,a el lado de,a el llegar a,a el mismo tiempo,a el otro día,a el pie de,a el salir de,a el través de,a el ver a,a el ver la,a el ver le,a el ver que,a el ver se,a la cabeza de,a la casa de,a la hora de,a la luz de,a la puerta de,a la vista de,a lo largo de,a los ojos de,a los pies de,a uno de los,cada uno de los,de el lado de,de la calle de,de la casa de,de la casa y,de lo que se,de un momento a,de uno de los,dirigiendo se a el,el centro de la,el corazón de el,el día en que,el fondo de el,el fondo de la,el fondo de su,el lado de el,el lado de la,el lado de su,el lugar en que,el mismo tiempo que,el momento en que,el nombre de el,el resto de la,en el centro de,en el corazón de,en el fondo de,en el momento en,en el seno de,en la calle de,en la casa de,en la puerta de,en los brazos de,en que se hallaba,en una de las,en uno de los,la calle de el,la casa de el,la casa de la,la hora de el,la hora de la,la hora en que,la idea de que,la luz de el,la luz de la,la mano de el,la mayor parte de,la noche de el,la primera vez que,la puerta de el,la puerta de la,la verdad es que,la vida de el,la voz de el,los ojos de el,más de lo que,más de una vez,no es más que,no hay más que,para que no se,poco más o menos,por la primera vez,puerta de la calle,que a el fin,qué es lo que,rayos de el sol,se acercó a el,se dirigió a el,se dirigió a la,un cuarto de hora,un momento a otro,y a el fin,y a el ver,y dirigiendo se a,y se dirigió a,y se puso a
nh0011,0.2857142857142857,0.0,0.3571428571428571,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.0,0.15037593984962405,0.38095238095238093,0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.0,0.5844155844155844,0.2857142857142857,0.5042016806722689,0.8571428571428571,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5194805194805194,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.23809523809523808,0.0,0.0,0.0,0.14285714285714285,0.24675324675324675,0.0,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,0.3214285714285714,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.19999999999999998,0.18367346938775508,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.1714285714285714,0.0,0.15037593984962405,0.0,0.0,0.14285714285714285,0.0,0.17346938775510204
nh0012,0.25,0.0,0.15625,0.0,0.0,0.125,0.0,0.125,0.2159090909090909,0.625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.125,0.125,1.0,0.875,0.0,0.0,0.0,0.0,0.125,0.375,0.0,0.1607142857142857,0.0,0.16666666666666666,0.125,0.0,0.0,0.0,0.375,0.0,0.5113636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.75,0.0,0.25,0.375,0.0,0.125,0.2,0.25,0.4166666666666667,0.125,0.14583333333333334,0.0,0.375,0.0,0.1875,0.15,0.16666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.1607142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nh0013,0.05,0.0,0.0625,1.0,0.2,0.2,0.05,0.0,0.0,0.15,0.0,0.15,0.0,0.1,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.2,0.05,0.2,0.05,0.0,0.10526315789473684,0.0,0.05,0.45,0.0,0.0,0.0,0.12,0.13636363636363638,0.3,0.17647058823529413,0.6,0.10588235294117648,0.07058823529411765,0.05,0.0,0.18181818181818182,0.21,0.05,0.25,0.0,0.05,0.15,0.15,0.1,0.08000000000000002,0.05,0.08333333333333334,0.15,0.05833333333333334,0.05,0.05,0.17272727272727273,0.0,0.18,0.0,0.2,0.05,0.0,0.15,0.0,0.05,0.35,0.5,0.05,0.0,0.0,0.0,0.05869565217391304,0.05,0.05,0.0,0.05,0.0,0.05,0.22399999999999998,0.1,0.0,0.45,0.0,0.15,0.06,0.0,0.10526315789473684,0.0,0.125,0.05,0.0,0.06071428571428572
nh0014,0.0,0.0,0.10416666666666666,0.25,0.0,1.0,0.0,0.04166666666666666,0.14393939393939392,0.04166666666666666,0.05555555555555554,0.2916666666666667,0.125,0.16666666666666666,0.0,0.04166666666666666,0.0,0.0,0.04166666666666666,0.08333333333333333,0.04166666666666666,0.0,0.25,0.08333333333333333,0.0,0.07407407407407406,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555554,0.0,0.0,0.2916666666666667,0.09523809523809523,0.0,0.0,0.0,0.04166666666666666,0.04901960784313725,0.08333333333333331,0.22058823529411764,1.0,0.125,0.04166666666666666,0.0,0.05833333333333331,0.08333333333333333,0.0,0.04166666666666666,0.25,0.0,0.0,0.04166666666666666,0.13333333333333333,0.125,0.0,0.0,0.0,0.04166666666666666,0.0,0.0,0.1875,0.04999999999999999,0.0,0.16666666666666666,0.04166666666666666,0.0,0.0,0.0,0.04166666666666666,0.0,0.04166666666666666,0.0,0.0,0.05833333333333331,0.21428571428571425,0.04891304347826085,0.0,0.0,0.0,0.0,0.0,0.04166666666666666,0.0,0.08333333333333333,0.0,0.25,0.0,0.04166666666666666,0.04999999999999999,0.045833333333333316,0.0,0.0,0.10416666666666666,0.0,0.0,0.0
nh0015,0.4375,0.0,0.0,0.6875,0.3125,0.5625,0.0,0.3125,0.0,0.1875,0.5833333333333333,0.0625,0.25,0.25,0.20833333333333334,0.0,0.0625,0.25,0.3125,0.125,0.125,0.125,0.0,0.125,0.0875,0.2222222222222222,0.0625,0.4375,0.125,0.125,0.0,0.06578947368421052,0.08333333333333333,0.125,0.5625,0.0,0.07142857142857142,0.0625,0.15,0.0,0.1875,0.36764705882352944,0.0,0.0661764705882353,0.2647058823529411,0.3125,0.0,0.22727272727272727,0.0875,0.0625,0.1875,0.25,0.0,0.375,0.3125,0.375,0.1,0.0,0.20833333333333334,0.0,0.14583333333333334,0.1875,0.0625,0.0,0.28125,0.22499999999999998,0.3333333333333333,0.125,0.1875,0.08333333333333333,0.0625,0.0,0.125,0.4375,0.125,0.3125,0.1875,0.0875,0.08035714285714285,0.1467391304347826,0.0,0.0625,0.26249999999999996,0.1875,0.125,0.0,0.0,0.375,0.0,0.0,0.19047619047619047,0.125,0.0,0.0,0.06578947368421052,1.0,0.390625,0.0,0.0,0.0
nh0016,0.5,0.0,0.15625,0.0,0.25,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1607142857142857,0.0,0.0,0.0,0.0,0.5,0.14285714285714285,0.25,0.0,0.0,0.125,0.0,0.0,0.1323529411764706,0.1764705882352941,0.125,0.0,0.0,0.175,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1875,0.15,0.0,0.0,0.25,0.0,0.125,0.140625,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,1.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.125,0.19047619047619047,0.0,0.44999999999999996,0.27499999999999997,0.0,0.25,0.0,0.0,0.42857142857142855,0.0
nh0017,0.037037037037037035,0.018518518518518517,0.09259259259259259,0.9629629629629628,0.1111111111111111,0.9629629629629628,0.07407407407407407,0.16666666666666666,0.1919191919191919,0.07407407407407407,0.1728395061728395,0.018518518518518517,0.0,0.0925925925925926,0.12345679012345678,0.05555555555555555,0.24074074074074076,0.018518518518518517,0.16666666666666666,0.4259259259259259,0.018518518518518517,0.05555555555555555,0.3148148148148148,0.16666666666666666,0.2333333333333333,0.09876543209876543,0.1111111111111111,0.1851851851851852,0.462962962962963,0.07407407407407407,0.04761904761904761,0.19493177387914232,0.19753086419753085,0.12962962962962962,0.08333333333333333,0.018518518518518517,0.19047619047619047,0.07407407407407407,0.06666666666666667,0.025252525252525252,0.2037037037037037,0.17429193899782136,0.4074074074074074,0.1568627450980392,0.39215686274509803,0.3333333333333333,0.07407407407407407,0.13468013468013468,0.10370370370370369,0.12962962962962962,0.12962962962962962,0.1851851851851852,0.037037037037037035,0.25925925925925924,0.2037037037037037,0.4259259259259259,0.11851851851851852,0.05555555555555555,0.06172839506172839,0.0925925925925926,0.2808641975308642,0.3703703703703704,0.1111111111111111,0.09595959595959595,0.027777777777777776,0.04444444444444444,0.09876543209876543,0.24074074074074076,0.1111111111111111,0.19753086419753085,0.1851851851851852,0.1875,0.0925925925925926,0.4444444444444444,1.0,0.037037037037037035,0.16666666666666666,0.12962962962962962,0.26190476190476186,0.04347826086956521,0.1111111111111111,0.037037037037037035,0.07777777777777777,0.12962962962962962,0.2037037037037037,0.2222222222222222,0.394074074074074,0.05555555555555555,0.2037037037037037,0.018518518518518517,0.0,0.037037037037037035,0.02222222222222222,0.2444444444444444,0.19493177387914232,0.018518518518518517,0.046296296296296294,0.1111111111111111,0.021164021164021163,0.13492063492063494
nh0018,0.1,0.15,0.0,1.0,0.1,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.15,0.0,0.25,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.11428571428571428,0.4,0.18,0.06818181818181819,0.2,0.17647058823529413,0.2,0.0,0.07058823529411765,0.0,0.0,0.0,0.0,0.05,0.8,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2590909090909091,0.0,0.0,0.06666666666666667,0.0,0.05,0.06666666666666667,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.06999999999999999,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0625,0.0,0.0,0.12142857142857144
nh0019,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.606060606060606,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238095
nh0020,1.0,0.0,0.0,0.75,0.25,0.5,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.2647058823529412,0.3529411764705882,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.38095238095238093,0.25,0.3,0.0,0.0,0.25,0.9375,0.0,0.0,0.0
nh0021,0.1,0.1,0.0,0.5,0.2,0.8,0.0,0.1,0.0,0.8,0.13333333333333333,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.2,0.6,0.2,0.3,0.2,0.1,0.27999999999999997,0.17777777777777778,0.1,0.2,0.1,0.0,0.0,0.10526315789473684,0.0,0.0,0.225,0.0,0.11428571428571428,0.6,0.12,0.4090909090909091,0.1,0.35294117647058826,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.7,0.3,0.1,0.0,0.1,0.4,0.32000000000000006,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.44999999999999996,0.0,0.13333333333333333,0.0,0.4,0.0,0.1,0.0,0.6,1.0,0.7,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.7619047619047619,0.0,0.36,0.21999999999999997,0.10526315789473684,0.0,0.0,0.0,0.11428571428571428,0.3642857142857143
